# ----------------------------------------
# Páginas y pantallas: Ruta de página y clase de pantalla
# Cuenta: Vulcano S.A.
# Propiedad: B2C ARG
# ----------------------------------------
# 
# Todos los usuarios
# Fecha de inicio: 20250301
# Fecha de finalización: 20250331
Título de página y clase de pantalla,Porcentaje de rebote,Vistas,Eventos clave,Total de usuarios,Usuarios recurrentes,Usuarios nuevos,Usuarios activos,Vistas por usuario activo,Tiempo de interacción medio por usuario activo,Número de eventos
"Resultados para ""im,pulsor """,0,1,0,1,0,0,1,1,4,6
"Resultados para ""impulsor """,0.15384615384615385,13,0,8,7,0,8,1.625,56,50
"Resultados para ""impulsor bac """,0,2,0,1,0,0,1,2,87,8
"Resultados para ""inspeccion """,0,1,0,1,1,0,1,1,3,5
"Resultados para ""interior filtro vc 30 """,0,2,0,1,0,0,1,2,46,6
"Resultados para ""interior filtro vc30 """,0,2,0,1,0,0,1,2,81,6
"Resultados para ""interruptor """,0,1,0,1,0,0,1,1,35,5
"Resultados para ""inver """,0,1,0,1,1,0,1,1,4,3
"Resultados para ""inverter """,0,10,0,3,2,0,3,3.3333333333333335,16.333333333333332,30
"Resultados para ""ion-100 """,0,1,0,1,1,0,1,1,4,3
"Resultados para ""ion100 """,1,1,0,1,1,0,1,1,0,2
"Resultados para ""ioni """,0,1,0,1,1,0,1,1,2,3
"Resultados para ""ionisador """,0,1,0,1,0,0,1,1,9,3
"Resultados para ""ioniza """,0,1,0,1,0,0,1,1,11,5
"Resultados para ""ionizado """,0,1,0,1,1,0,1,1,7,3
"Resultados para ""ionizador """,0,16,0,12,8,0,12,1.3333333333333333,15.333333333333334,58
"Resultados para ""ip 25 """,0,1,0,1,1,0,1,1,0,2
"Resultados para ""iverter """,0,1,0,1,1,0,1,1,3,5
"Resultados para ""j.m 0491 adm """,0,1,0,1,0,0,1,1,10,4
"Resultados para ""jet """,0.16666666666666666,6,0,2,2,0,2,3,72.5,23
"Resultados para ""junta difusor """,0,1,0,1,1,0,1,1,11,3
"Resultados para ""junta estrella """,0,1,0,1,1,0,1,1,10,5
"Resultados para ""kit """,0,1,0,1,1,0,1,1,7,3
"Resultados para ""kit deter """,0,1,0,1,1,0,1,1,3,3
"Resultados para ""laboratorio """,0,4,0,4,4,0,4,1,10.75,23
"Resultados para ""lamina """,0,2,0,2,2,0,2,1,3.5,7
"Resultados para ""led """,0,1,0,1,1,0,1,1,8,4
"Resultados para ""limpia """,0,1,0,1,1,0,1,1,7,6
"Resultados para ""limpia fondo """,0,2,0,2,1,0,2,1,17.5,8
"Resultados para ""limpiaf """,0,2,0,1,1,0,1,2,8,5
"Resultados para ""limpiafondo """,0,15,0,13,7,0,13,1.1538461538461537,16.23076923076923,60
"Resultados para ""limpiafondo flexible """,0.5,1,0,1,1,0,1,1,0,4
"Resultados para ""limpiafondos """,0,1,0,1,1,0,1,1,22,3
"Resultados para ""llave """,0,1,0,1,0,0,1,1,9,6
"Resultados para ""loseta """,0,2,0,2,1,0,2,1,85.5,9
"Resultados para ""loseta terraza """,0,1,0,1,1,0,1,1,29,4
"Resultados para ""loseta terraza r """,0,1,0,1,1,0,1,1,3,4
"Resultados para ""loseta terraza recta """,0,1,0,1,1,0,1,1,5,5
"Resultados para ""lubr """,0,1,0,1,1,0,1,1,6,4
"Resultados para ""luces """,0,1,0,1,1,0,1,1,7,5
"Resultados para ""luces lumipool """,0,1,0,1,1,0,1,1,6,3
"Resultados para ""lumina """,0,1,0,1,1,0,1,1,8,5
"Resultados para ""luminaria """,0,2,0,2,2,0,2,1,172.5,8
"Resultados para ""lumipo """,0.5,1,0,1,1,0,1,1,0,4
"Resultados para ""lumipool """,0,11,0,8,7,0,8,1.375,21,35
"Resultados para ""lumpipool """,0,1,0,1,1,0,1,1,2,3
"Resultados para ""m """,0,1,0,1,0,0,1,1,0,2
"Resultados para ""mang """,0,1,0,1,1,0,1,1,23,3
"Resultados para ""mango """,0,2,0,2,2,0,2,1,8.5,6
"Resultados para ""mangu """,0,1,0,1,0,0,1,1,9,3
"Resultados para ""manguera """,0,2,0,2,1,0,2,1,16,7
"Resultados para ""manguera 2\"" """,0,2,0,1,1,0,1,2,17,8
"Resultados para ""manguera 2\"" x 30 m """,0,1,0,1,1,0,1,1,12,3
"Resultados para ""manguera 30 m """,0,1,0,1,1,0,1,1,46,5
"Resultados para ""manguera ama """,0,1,0,1,1,0,1,1,20,7
"Resultados para ""mangueras """,0,5,0,1,1,0,1,5,292,17
"Resultados para ""manguito """,0,1,0,1,1,0,1,1,10,3
"Resultados para ""manijas """,0,1,0,1,0,0,1,1,19,6
"Resultados para ""manom """,0,1,0,1,1,0,1,1,1,3
"Resultados para ""manometro """,0,9,0,4,3,0,4,2.25,13.5,30
"Resultados para ""manual """,0,1,0,1,0,0,1,1,35,4
"Resultados para ""manual multivalvula """,0,1,0,1,1,0,1,1,14,4
"Resultados para ""marco """,0,3,0,2,2,0,2,1.5,18.5,11
"Resultados para ""marco vista """,0,1,0,1,0,0,1,1,13,3
"Resultados para ""marco vista skimmer boca chica """,0,2,0,1,1,0,1,2,21,5
"Resultados para ""marron """,0,3,0,3,2,0,3,1,12.666666666666666,12
"Resultados para ""medialuna """,0,1,0,1,1,0,1,1,11,5
"Resultados para ""medidor """,0,2,0,2,1,0,2,1,66.5,10
"Resultados para ""mesada """,0,1,0,1,0,0,1,1,4,5
"Resultados para ""mis reparaciones """,0,1,0,1,0,0,1,1,2,3
"Resultados para ""mmz """,0,1,0,1,1,0,1,1,4,3
"Resultados para ""montura """,0,1,0,1,1,0,1,1,6,4
"Resultados para ""motor bae """,0,1,0,1,1,0,1,1,6,4
"Resultados para ""motor o,5 """,0,1,0,1,0,0,1,1,28,3
"Resultados para ""motorarg """,0.5,1,0,1,1,0,1,1,9,6
"Resultados para ""mpiafonfopuesto cepillo limpiafondo """,0,3,0,1,0,0,1,3,2,10
"Resultados para ""multi 6 vias """,0,1,0,1,1,0,1,1,5,3
"Resultados para ""multiv """,0,2,0,1,1,0,1,2,75,8
"Resultados para ""multivalv """,0,1,0,1,1,0,1,1,6,6
"Resultados para ""multivalvula """,0,20,0,15,8,0,15,1.3333333333333333,31.733333333333334,85
"Resultados para ""multivalvula 2 vias """,0,1,0,1,0,0,1,1,20,4
"Resultados para ""multivalvula 3 vias """,0,2,0,1,1,0,1,2,67,9
"Resultados para ""multivalvula 6 vias """,0,2,0,2,2,0,2,1,16.5,8
"Resultados para ""multivalvula 6 vias marron """,0.5,1,0,1,1,0,1,1,0,4
"Resultados para ""multivalvula marron """,0.25,3,0,3,3,0,3,1,7.333333333333333,14
"Resultados para ""multivia """,0,1,0,1,0,0,1,1,18,5
"Resultados para ""nado contra """,0,1,0,1,1,0,1,1,5,3
"Resultados para ""niple para pico bombero """,0,1,0,1,0,0,1,1,21,4
"Resultados para ""o ring """,0,2,0,2,1,0,2,1,8.5,9
"Resultados para ""oring """,0.25,4,0,3,2,0,3,1.3333333333333333,87.33333333333333,17
"Resultados para ""oring bat """,0,1,0,1,1,0,1,1,5,6
"Resultados para ""orring """,0,2,0,1,1,0,1,2,17,11
"Resultados para ""osmosis """,0,1,0,1,1,0,1,1,9,5
"Resultados para ""palma """,0,1,0,1,1,0,1,1,7,3
"Resultados para ""para consumo humano """,0,1,0,1,0,0,1,1,33,3
"Resultados para ""pasa muro """,0,1,0,1,1,0,1,1,29,6
"Resultados para ""pasamano """,0,5,0,5,5,0,5,1,14.4,16
"Resultados para ""pasamanos """,0,8,0,7,5,0,7,1.1428571428571428,15.142857142857142,25
"Resultados para ""pasamuro """,0,5,0,3,3,0,3,1.6666666666666667,137.33333333333334,16
"Resultados para ""pasamuros """,0,1,0,1,1,0,1,1,31,4
"Resultados para ""pasti 1 de 5 C8 PASTILLAS MULTI-ACCION 200 GRAMOS X 5 UNIDADES E10 352015 """,0,1,0,1,1,0,1,1,3,6
"Resultados para ""pastillas triple """,0,2,0,1,1,0,1,2,30,9
"Resultados para ""peladora """,0,1,0,1,0,0,1,1,34,4
"Resultados para ""pelo """,0,1,0,1,1,0,1,1,0,3
"Resultados para ""perno """,0,2,0,2,2,0,2,1,9,6
"Resultados para ""ph """,0,8,0,6,4,0,6,1.3333333333333333,7.5,27
"Resultados para ""pico """,0,1,0,1,1,0,1,1,10,6
"Resultados para ""pico colector """,0,1,0,1,1,0,1,1,9,3
"Resultados para ""pico de pato """,0,2,0,1,1,0,1,2,27,8
"Resultados para ""pico esferico """,0,1,0,1,1,0,1,1,19,6
"Resultados para ""piedra """,0,1,0,1,1,0,1,1,29,3
"Resultados para ""pinza """,0,1,0,1,0,0,1,1,22,3
"Resultados para ""piscina """,0,2,0,2,1,0,2,1,17,12
"Resultados para ""placa led """,0,2,0,1,1,0,1,2,46,8
"Resultados para ""placa rgb """,0,1,0,1,1,0,1,1,8,5
"Resultados para ""placa super led """,0,1,0,1,1,0,1,1,28,4
"Resultados para ""plano """,0,5,0,1,1,0,1,5,62,15
"Resultados para ""plau """,0,1,0,1,1,0,1,1,44,6
"Resultados para ""pompones """,0,1,0,1,0,0,1,1,5,4
"Resultados para ""pool """,0,1,0,1,1,0,1,1,12,5
"Resultados para ""pool in """,0,1,0,1,1,0,1,1,3,3
"Resultados para ""pool inv """,0,2,0,2,2,0,2,1,10,7
"Resultados para ""pool inver """,0,1,0,1,1,0,1,1,113,3
"Resultados para ""pool inverter """,0,1,0,1,1,0,1,1,9,5
"Resultados para ""pool-inverter """,0,2,0,1,1,0,1,2,168,6
"Resultados para ""pool-inverter 25 codigo 550009 """,0,2,0,1,0,0,1,2,50,11
"Resultados para ""power """,0,0,0,1,1,0,1,0,1,4
"Resultados para ""power led """,0,1,0,1,1,0,1,1,13,6
"Resultados para ""powerLed """,0,3,0,2,1,1,2,1.5,31.5,16
"Resultados para ""powerled """,0,1,0,1,1,0,1,1,27,3
"Resultados para ""powerled 6W """,0,1,0,1,0,0,1,1,39,5
"Resultados para ""powerlwd """,0,1,0,1,1,0,1,1,17,3
"Resultados para ""pre-filtro """,0,2,0,2,1,0,2,1,6,6
"Resultados para ""prefiltro """,0,4,0,4,3,0,4,1,23,12
"Resultados para ""press """,0,1,0,1,1,0,1,1,12,5
"Resultados para ""pulsador """,0,4,0,3,3,0,3,1.3333333333333333,14.666666666666666,15
"Resultados para ""purificador """,0,2,0,2,2,0,2,1,4,7
"Resultados para ""push in """,0,1,0,1,1,0,1,1,11,6
"Resultados para ""pvc """,0,1,0,1,0,0,1,1,13,4
"Resultados para ""racord 1 1/4 """,0,1,0,1,1,0,1,1,46,4
"Resultados para ""rebosader """,0,1,0,1,1,0,1,1,9,5
"Resultados para ""reduccion """,0,1,0,1,1,0,1,1,14,5
"Resultados para ""regaton """,0,9,0,1,1,0,1,9,26,25
"Resultados para ""regaton 50 """,0,2,0,1,1,0,1,2,5,6
"Resultados para ""regulador """,0,3,0,3,2,0,3,1,395.6666666666667,10
"Resultados para ""regulador de air """,0,1,0,1,1,0,1,1,9,5
"Resultados para ""rejilla """,0,5,0,4,4,0,4,1.25,73.25,17
"Resultados para ""rejilla piso """,0,1,0,1,0,0,1,1,8,3
"Resultados para ""rejilla skimer """,0,1,0,1,1,0,1,1,7,5
"Resultados para ""relay """,0,1,0,1,0,0,1,1,3,6
"Resultados para ""rele """,0,1,0,1,0,0,1,1,11,4
"Resultados para ""reotrno """,0,1,0,1,1,0,1,1,3,5
"Resultados para ""repuestos """,0,2,0,2,1,0,2,1,31,8
"Resultados para ""resina """,0,1,0,1,0,0,1,1,10,5
"Resultados para ""resrte """,0,1,0,1,0,0,1,1,15,6
"Resultados para ""ret """,0,1,0,1,1,0,1,1,3,5
"Resultados para ""ret orient """,0,1,0,1,1,0,1,1,6,5
"Resultados para ""retorn """,0,2,0,2,1,0,2,1,12,9
"Resultados para ""retorno """,0,10,0,9,8,0,9,1.1111111111111112,19.444444444444443,47
"Resultados para ""retorno fibra """,0,2,0,2,2,0,2,1,14,8
"Resultados para ""retorno h """,0,1,0,1,0,0,1,1,3,3
"Resultados para ""retorno hor """,0,1,0,1,1,0,1,1,7,5
"Resultados para ""retorno hormigon """,0,1,0,1,1,0,1,1,28,5
"Resultados para ""retorno orientable """,0,1,0,1,1,0,1,1,16,3
"Resultados para ""retorno piso """,0,1,0,1,1,0,1,1,24,6
"Resultados para ""retornos """,0,2,0,2,2,0,2,1,32,10
"Resultados para ""revendedores """,0,3,0,3,0,0,3,1,7.333333333333333,11
"Resultados para ""revestimiento """,0,1,0,1,1,0,1,1,70,5
"Resultados para ""rgb """,0,1,0,1,1,0,1,1,24,6
"Resultados para ""robot """,0,1,0,1,0,0,1,1,38,4
"Resultados para ""rodamiento """,0,1,0,1,0,0,1,1,4,3
"Resultados para ""rodamiento BAP 075 """,0,1,0,1,0,0,1,1,15,3
"Resultados para ""rosca """,0,1,0,1,0,0,1,1,13,3
"Resultados para ""rosca 11/2 pulgadas acople a 50mm """,0,1,0,1,0,0,1,1,32,4
"Resultados para ""roscar """,0,1,0,1,0,0,1,1,8,3
"Resultados para ""rotomoldeado """,0,1,0,1,1,0,1,1,7,3
"Resultados para ""rotor """,0,2,0,2,1,0,2,1,11.5,7
"Resultados para ""rowa """,0,1,0,1,1,0,1,1,19,4
"Resultados para ""rueda """,0,1,0,1,1,0,1,1,35,3
"Resultados para ""saca """,0.3333333333333333,2,0,2,2,0,2,1,2.5,7
"Resultados para ""saca hoja bolsa """,0,1,0,1,1,0,1,1,3,3
"Resultados para ""saca hojas """,0,2,0,2,2,0,2,1,5.5,12
"Resultados para ""sacahoja """,0,1,0,1,1,0,1,1,4,4
"Resultados para ""sacahoja vulcano """,0,1,0,1,1,0,1,1,13,5
"Resultados para ""sacahojas """,0,9,0,5,5,0,5,1.8,31.2,39
"Resultados para ""sello """,0,1,0,1,0,0,1,1,9,3
"Resultados para ""sello bap 075 """,0,1,0,1,0,0,1,1,24,6
"Resultados para ""sello bomba """,0,1,0,1,0,0,1,1,5,4
"Resultados para ""sello mecanc """,0,1,0,1,1,0,1,1,11,5
"Resultados para ""sello mecanico """,0,1,0,1,1,0,1,1,4,4
"Resultados para ""servicio tecnico """,0,3,0,3,0,0,3,1,12,13
"Resultados para ""silencer air blower """,0,1,0,1,0,0,1,1,23,6
"Resultados para ""silencer air blower 1.5 hp """,0,1,0,1,0,0,1,1,26,4
"Resultados para ""silla hidraulica """,0,1,0,1,0,0,1,1,15,4
"Resultados para ""skimer """,0,2,0,2,2,0,2,1,18.5,6
"Resultados para ""skimm """,0,1,0,1,1,0,1,1,776,3
"Resultados para ""skimmer """,0,19,0,13,10,0,13,1.4615384615384615,22.23076923076923,63
"Resultados para ""skimmer boca ANCHA """,0,1,0,1,0,0,1,1,3,4
"Resultados para ""skimmer boca ancha """,0,1,0,1,1,0,1,1,22,4
"Resultados para ""skimmer boca chica """,0,3,0,3,2,0,3,1,5,13
"Resultados para ""solar """,0,1,0,1,1,0,1,1,3,4
"Resultados para ""soplado """,0,1,0,1,1,0,1,1,2,3
"Resultados para ""sopladora """,0,3,0,2,2,0,2,1.5,49,10
"Resultados para ""soporte reueda """,0,1,0,1,1,0,1,1,18,5
"Resultados para ""sticker """,0,1,0,1,1,0,1,1,4,5
"Resultados para ""succion """,0,2,0,2,2,0,2,1,11,8
"Resultados para ""succion anti """,0,1,0,1,1,0,1,1,2,3
"Resultados para ""succionador """,0,1,0,1,0,0,1,1,9,5
"Resultados para ""sumer """,0,1,0,1,1,0,1,1,5,3
"Resultados para ""sumergible """,0,1,0,1,0,0,1,1,6,3
"Resultados para ""sumergible 1000w """,0,1,0,1,1,0,1,1,1,6
"Resultados para ""sumergible BP """,0,1,0,1,1,0,1,1,32,5
"Resultados para ""super """,0,1,0,1,1,0,1,1,5,5
"Resultados para ""super led """,0,3,0,2,2,0,2,1.5,34,16
"Resultados para ""super led 14.4 """,0,1,0,1,1,0,1,1,35,5
"Resultados para ""superle """,0,2,0,2,2,0,2,1,99.5,6
"Resultados para ""superled """,0,16,0,11,7,2,11,1.4545454545454546,76.45454545454545,57
"Resultados para ""suspension """,0,1,0,1,0,0,1,1,4,6
"Resultados para ""tabla """,0,1,0,1,1,0,1,1,10,4
"Resultados para ""tableros """,0,1,0,1,0,0,1,1,3,6
"Resultados para ""tanque horizontal """,0,1,0,1,0,0,1,1,5,4
"Resultados para ""tapa """,0,5,0,5,3,0,5,1,28.6,25
"Resultados para ""tapa bomba """,0,2,0,1,0,0,1,2,14,11
"Resultados para ""tapa cabezal ablandador """,0,1,0,1,0,0,1,1,10,4
"Resultados para ""tapa cristal """,0,1,0,1,0,0,1,1,9,5
"Resultados para ""tapa filtro """,0,2,0,2,1,0,2,1,21,10
"Resultados para ""tapa fondo """,0,1,0,1,1,0,1,1,63,4
"Resultados para ""tapa interior """,0,1,0,1,1,0,1,1,45,6
"Resultados para ""tapa interm """,0,1,0,1,1,0,1,1,9,6
"Resultados para ""tapa interme """,0,1,0,1,1,0,1,1,1,3
"Resultados para ""tapa intermed """,0,1,0,1,1,0,1,1,7,5
"Resultados para ""tapa intermedia """,0,1,0,1,0,0,1,1,4,3
"Resultados para ""tapa intermedia skimmer """,0,1,0,1,1,0,1,1,54,3
"Resultados para ""tapa no """,0,1,0,1,1,0,1,1,8,4
"Resultados para ""tapa recolector """,0,1,0,1,0,0,1,1,16,6
"Resultados para ""tapa recolector skimmer """,0,1,0,1,0,0,1,1,8,3
"Resultados para ""tapa regulador skimer """,0,1,0,1,0,0,1,1,2,3
"Resultados para ""tapa skimm """,0,1,0,1,1,0,1,1,4,6
"Resultados para ""tapa skimmer """,0,2,0,2,2,0,2,1,50.5,9
"Resultados para ""tapa tanque """,0,1,0,1,0,0,1,1,5,3
"Resultados para ""tapa transparente """,0,1,0,1,1,0,1,1,2,3
"Resultados para ""tapa transparente vc200 """,0,1,0,1,1,0,1,1,30,4
"Resultados para ""tapa vc200 """,0,1,0,1,0,0,1,1,8,5
"Resultados para ""tapa ve """,0,1,0,1,1,0,1,1,10,5
"Resultados para ""tapa visora """,0,2,0,2,2,0,2,1,45,13
"Resultados para ""tapa visora bac """,0,1,0,1,1,0,1,1,67,6
"Resultados para ""tapa visora bae """,0,2,0,1,1,0,1,2,14,10
"Resultados para ""tapa visora bat """,0,1,0,1,1,0,1,1,7,5
"Resultados para ""tapa visora bomba """,0,1,0,1,1,0,1,1,4,3
"Resultados para ""tapa*s """,0,1,0,1,1,0,1,1,7,4
"Resultados para ""tapon """,0,2,0,2,2,0,2,1,2.5,6
"Resultados para ""tapon macho """,0,1,0,1,1,0,1,1,3,3
"Resultados para ""te """,0,1,0,1,1,0,1,1,8,5
"Resultados para ""telefone """,0,1,0,1,1,0,1,1,0,3
"Resultados para ""telefono """,0,1,0,1,0,0,1,1,3,4
"Resultados para ""telefonos """,0,1,0,1,0,0,1,1,1,3
"Resultados para ""terminal """,0,1,0,1,0,0,1,1,5,4
"Resultados para ""terminal flex """,0,1,0,1,1,0,1,1,9,3
"Resultados para ""termo """,0,2,0,1,1,0,1,2,2,5
"Resultados para ""termometro """,0,3,0,3,3,0,3,1,11.666666666666666,12
"Resultados para ""test kit """,0.25,3,0,3,3,0,3,1,4.666666666666667,11
"Resultados para ""timer """,0,1,0,1,1,0,1,1,3,3
"Resultados para ""timerplus """,0,1,0,1,1,0,1,1,7,5
"Resultados para ""toma de fondo """,0.125,7,0,7,7,0,7,1,129.14285714285714,26
"Resultados para ""toma lateral """,0,1,0,1,0,0,1,1,63,5
"Resultados para ""toma para barrefondo """,0,1,0,1,0,0,1,1,43,3
"Resultados para ""totor """,0,1,0,1,1,0,1,1,6,4
"Resultados para ""trampa """,0,3,0,2,2,0,2,1.5,3.5,9
"Resultados para ""transformador """,0,1,0,1,1,0,1,1,105,6
"Resultados para ""trasvase """,0,2,0,1,1,0,1,2,6,9
"Resultados para ""triangular """,0,1,0,1,1,0,1,1,2,3
"Resultados para ""tuerc """,0,1,0,1,1,0,1,1,8,5
"Resultados para ""tuerca """,0,4,0,4,4,0,4,1,10.75,17
"Resultados para ""tuerca flor """,0,1,0,1,0,0,1,1,6,3
"Resultados para ""tuerca union doble """,0.5,1,0,1,1,0,1,1,0,4
"Resultados para ""turbina """,0,2,0,1,1,0,1,2,40,6
"Resultados para ""turbina bac 300 """,0,1,0,1,1,0,1,1,15,4
"Resultados para ""turbina difu """,0,1,0,1,1,0,1,1,20,5
"Resultados para ""tuvo visor """,0,6,0,1,1,1,1,6,1,26
"Resultados para ""ubre ven """,0,2,0,1,1,0,1,2,14,10
"Resultados para ""unio """,0,1,0,1,1,0,1,1,3,5
"Resultados para ""unio dob """,0,1,0,1,1,0,1,1,5,4
"Resultados para ""union """,0,6,0,4,4,0,4,1.5,17.75,32
"Resultados para ""union 40 """,0,1,0,1,1,0,1,1,12,6
"Resultados para ""union corrugado """,0,1,0,1,0,0,1,1,14,3
"Resultados para ""union doble """,0,5,0,4,3,0,4,1.25,18.75,26
"Resultados para ""union doble corrugado """,0,1,0,1,0,0,1,1,17,5
"Resultados para ""union fija roscada """,0.5,1,0,1,1,0,1,1,6,5
"Resultados para ""union flexible """,0,1,0,1,0,0,1,1,150,3
"Resultados para ""union tuerca """,0,3,0,1,1,0,1,3,14,11
"Resultados para ""union tuerca buje """,0.14285714285714285,5,0,1,1,0,1,5,1,20
"Resultados para ""valvula """,0,5,0,4,3,0,4,1.25,25.75,26
"Resultados para ""valvula 2 vias """,0,2,0,2,1,0,2,1,33,7
"Resultados para ""valvula 63 """,0,1,0,1,1,0,1,1,20,4
"Resultados para ""valvula ESFERICA """,0,1,0,1,1,0,1,1,89,3
"Resultados para ""valvula esf """,0,1,0,1,1,0,1,1,8,3
"Resultados para ""valvula mono comando """,0,1,0,1,0,0,1,1,25,4
"Resultados para ""valvula retencion """,0,1,0,1,1,0,1,1,6,3
"Resultados para ""valvula retencion 50 """,0,2,0,1,1,0,1,2,0,9
"Resultados para ""valvula unibloc 50 """,0.5,1,0,1,1,0,1,1,0,4
"Resultados para ""varilla plast """,0,1,0,1,1,0,1,1,0,2
"Resultados para ""vc 10 """,0,1,0,1,1,0,1,1,6,6
"Resultados para ""vc 20 """,0,1,0,1,1,0,1,1,3,3
"Resultados para ""vc 30 """,0,2,0,2,1,0,2,1,16.5,10
"Resultados para ""vc 50 """,0,2,0,2,1,0,2,1,9,11
"Resultados para ""vc- """,0,1,0,1,1,0,1,1,11,4
"Resultados para ""vc-10 """,0,2,0,2,2,0,2,1,12.5,6
"Resultados para ""vc-100 """,0,2,0,2,2,0,2,1,4,7
"Resultados para ""vc-20 """,0.1,8,0,3,3,0,3,2.6666666666666665,2,30
"Resultados para ""vc-200 """,0,1,0,1,1,0,1,1,7,3
"Resultados para ""vc-250 """,0,1,0,1,1,0,1,1,2,3
"Resultados para ""vc-30 """,0.16666666666666666,7,0,5,5,0,5,1.4,11,23
"Resultados para ""vc-50 """,0,3,0,3,3,0,3,1,3,10
"Resultados para ""vc10 """,0,1,0,1,0,0,1,1,13,3
"Resultados para ""vc20 """,0,1,0,1,1,0,1,1,6,3
"Resultados para ""vc200 """,0,2,0,2,1,0,2,1,13,8
"Resultados para ""vc30 """,0,4,0,4,3,0,4,1,11,13
"Resultados para ""vc50 """,0,1,0,1,1,0,1,1,3,3
"Resultados para ""ventilador """,0,2,0,2,1,0,2,1,10,7
"Resultados para ""venturi """,0,2,0,2,1,0,2,1,5,6
"Resultados para ""vereda """,0,1,0,1,1,0,1,1,0,2
"Resultados para ""vf """,0,1,0,1,0,0,1,1,23,4
"Resultados para ""vias """,0,1,0,1,0,0,1,1,0,3
"Resultados para ""virola """,0,10,0,7,4,0,7,1.4285714285714286,34.42857142857143,38
"Resultados para ""virola desmontable """,0,3,0,1,0,0,1,3,86,10
"Resultados para ""virola hormigon """,0,1,0,1,1,0,1,1,1,5
"Resultados para ""virola push in """,0,1,0,1,1,0,1,1,15,3
"Resultados para ""vortex """,0,1,0,1,1,0,1,1,8,5
"Resultados para ""vulcano """,0,1,0,1,1,0,1,1,3,4
"Resultados para ""vulcano vc 30 """,0,1,0,1,0,0,1,1,19,4
"Resultados para ""zuipy """,0,4,0,4,4,0,4,1,28,18
"Resultados para ""zuypi """,0,2,0,1,1,0,1,2,16,6
"Resultados para ""Ósmosis """,0,2,0,2,0,0,2,1,1,5
"Retorno aro blanco adaptable RM 1 1/2"" - Vulcano SA",0,33,0,10,9,0,10,3.3,86.1,72
"Retorno aro blanco exterior RM 1 1/2"" - Vulcano SA",0,14,0,7,3,1,7,2,58.42857142857143,34
"Retorno aro desmontable blanco RH 1 1/2"" - FV - Vulcano SA",0.13043478260869565,23,0,19,11,1,19,1.2105263157894737,15.157894736842104,54
"Retorno aro desmontable blanco RH 1 1/2"" - Hormigón - Vulcano SA",0.05555555555555555,63,0,39,28,2,39,1.6153846153846154,93.25641025641026,159
Retorno aro desmontable blanco ø50 mm - FV - Vulcano SA,0.045454545454545456,23,0,19,13,0,19,1.2105263157894737,27.42105263157895,65
Retorno aro desmontable blanco ø50 mm - Hormigón - Vulcano SA,0.08888888888888889,54,0,30,23,1,30,1.8,51.2,133
"Retorno aro fijo blanco RH 1 1/2"" - FV - Vulcano SA",0,9,0,8,5,1,8,1.125,6.125,25
"Retorno aro fijo blanco RH 1 1/2"" - Hormigón - Vulcano SA",0,30,0,17,13,1,17,1.7647058823529411,40.705882352941174,68
Retorno aro fijo blanco ø50 mm - FV - Vulcano SA,0,10,0,8,6,0,8,1.25,18.875,29
Retorno aro fijo blanco ø50 mm - Hormigón - Vulcano SA,0,18,0,11,8,1,11,1.6363636363636365,17.272727272727273,43
Retorno aro flor blanca ø50 mm - Hormigón - Vulcano SA,0,20,0,10,6,2,10,2,43.4,48
Retorno flor blanca ø50 mm - FV - Vulcano SA,0,13,0,6,4,1,6,2.1666666666666665,37.333333333333336,34
"Retorno frente blanco RH 1 1/2"" - H archivos - Vulcano SA",0,1,0,1,1,0,1,1,10,4
Retorno insertar en ø50 mm - Hormigón (ø44) - Vulcano SA,0,18,0,9,5,0,9,2,61.333333333333336,39
Retorno insertar en ø50 mm - Hormigón (ø45) - Vulcano SA,0.0625,26,0,11,7,1,10,2.6,38.4,50
Retorno orientable AISI 316 - Vulcano SA,0.08333333333333333,31,0,19,8,6,19,1.631578947368421,21.842105263157894,78
Retornos orientables archivos - Página 2 de 2 - Vulcano SA,0,10,0,3,2,0,3,3.3333333333333335,18.666666666666668,22
Retornos orientables archivos - Vulcano SA,0.04854368932038835,154,0,81,48,7,81,1.9012345679012346,67.25925925925925,407
Revestidas / Fibra de vidrio archivos - Vulcano SA,0,2,0,1,1,1,1,2,24,9
Revestimiento cerámico - Capri (malla) - Vulcano SA,0,3,0,3,1,2,3,1,4.333333333333333,9
Revestimiento cerámico - Capri (suelto) - Vulcano SA,0.3333333333333333,2,0,2,1,0,2,1,6,5
Revestimiento cerámico - Cielo (malla) - Vulcano SA,0,2,0,2,1,1,2,1,4.5,5
Revestimiento cerámico - Cielo (suelto) - Vulcano SA,0,1,0,1,0,0,1,1,76,2
Revestimiento cerámico - Cobalto (malla) - Vulcano SA,0,1,0,1,1,0,1,1,64,2
Revestimiento cerámico - Cristal (malla) - Vulcano SA,0,3,0,3,2,0,3,1,34.333333333333336,8
Revestimiento cerámico - Cristal (suelto) - Vulcano SA,0,2,0,2,0,0,2,1,34,5
Revestimiento cerámico - Hielo (malla) - Vulcano SA,0,5,0,4,2,0,4,1.25,23.5,13
Revestimiento cerámico - Hielo (suelto) - Vulcano SA,0,1,0,1,0,0,1,1,4,2
Revestimiento cerámico - Itapúa (malla) - Vulcano SA,0,4,0,4,3,1,4,1,15.5,9
Revestimiento cerámico - Laguna Blue (malla) - Vulcano SA,0,2,0,1,1,0,1,2,14,4
