# ----------------------------------------
# Páginas y pantallas: Ruta de página y clase de pantalla
# Cuenta: Vulcano S.A.
# Propiedad: B2C ARG
# ----------------------------------------
# 
# Todos los usuarios
# Fecha de inicio: 20250501
# Fecha de finalización: 20250531
Título de página y clase de pantalla,Porcentaje de rebote,Vistas,Eventos clave,Total de usuarios,Usuarios recurrentes,Usuarios nuevos,Usuarios activos,Vistas por usuario activo,Tiempo de interacción medio por usuario activo,Número de eventos
Revestimiento cerámico - Capri (malla) - Vulcano SA,0.1,10,0,8,4,3,8,1.25,46.125,30
Revestimiento cerámico - Capri (suelto) - Vulcano SA,0.5,4,0,1,1,0,1,4,0,15
Revestimiento cerámico - Cielo (malla) - Vulcano SA,0,3,0,3,2,0,3,1,15,7
Revestimiento cerámico - Cielo (suelto) - Vulcano SA,0,1,0,1,0,0,1,1,0,1
Revestimiento cerámico - Cobalto (malla) - Vulcano SA,0,2,0,2,1,0,2,1,16,4
Revestimiento cerámico - Cobalto (suelto) - Vulcano SA,0,3,0,2,0,1,2,1.5,12.5,7
Revestimiento cerámico - Cristal (malla) - Vulcano SA,0,2,0,2,0,0,2,1,25,6
Revestimiento cerámico - Cristal (suelto) - Vulcano SA,0,7,0,6,1,1,6,1.1666666666666667,7.333333333333333,14
Revestimiento cerámico - Hielo (malla) - Vulcano SA,0,5,0,5,1,1,5,1,29.8,12
Revestimiento cerámico - Hielo (suelto) - Vulcano SA,0,2,0,2,1,0,2,1,11.5,4
Revestimiento cerámico - Itapúa (malla) - Vulcano SA,0.18181818181818182,10,0,9,3,2,9,1.1111111111111112,4.333333333333333,23
Revestimiento cerámico - Laguna Blue (malla) - Vulcano SA,0,3,0,3,2,1,3,1,11.333333333333334,8
Revestimiento cerámico - Mix azul (malla) - Vulcano SA,0,6,0,5,2,2,5,1.2,6.6,17
Revestimiento cerámico - Mix azul claro (malla) - Vulcano SA,0,1,0,1,0,0,1,1,3,2
Revestimiento cerámico - Palau (malla) - Vulcano SA,0,31,0,27,4,23,27,1.1481481481481481,27.11111111111111,105
Revestimiento cerámico - Samoa (malla) - Vulcano SA,0.058823529411764705,21,0,16,5,8,16,1.3125,48.9375,65
Revestimiento cerámico archivos - Página 2 de 2 - Vulcano SA,0,4,0,2,0,0,2,2,25,6
Revestimiento cerámico archivos - Vulcano SA,0.020833333333333332,94,0,42,17,12,42,2.238095238095238,25.30952380952381,229
Ricambi - Vulcano SA,0,6,0,1,0,0,1,6,238,10
Riel de montaje corto - Vulcano SA,0,1,0,1,0,1,1,1,5,4
Riel de montaje largo - Vulcano SA,0,1,0,1,0,1,1,1,472,4
Robot limpiapiscinas ZUIPY - Vulcano SA,0.06325301204819277,434,0,237,136,70,229,1.8951965065502183,56.4410480349345,1231
Robot limpiapiscinas ZUIPY 300 - Vulcano SA,0,1,0,1,0,0,1,1,36,3
Robot limpiapiscinas Zuipy 200 - Vulcano SA,0.08208955223880597,151,0,107,71,2,105,1.438095238095238,61.63809523809524,415
Rociador orientable cromado - Vulcano SA,0,1,0,1,1,0,1,1,6,2
Rodamiento 0.50 / 0.75 / 1.00 / 1.25HP - Vulcano SA,0.03225806451612903,34,0,30,6,12,29,1.1724137931034482,107.72413793103448,96
Rodamiento 2.00 / 3.00HP - Vulcano SA,0,5,0,3,2,0,3,1.6666666666666667,295,11
Rotor 0.33HP c/eje - Vulcano SA,0,2,0,2,1,1,2,1,49,6
Rotor 1.00HP con eje - Vulcano SA,0.04,27,0,21,2,17,21,1.2857142857142858,19.095238095238095,101
Rotor 2.00HP c/ eje - Vulcano SA,0,2,0,2,0,0,2,1,2.5,3
Rotor centrífuga 0.50HP con eje - Vulcano SA,0,2,0,1,1,0,1,2,111,5
Rotor centrífuga 0.75HP con eje - Vulcano SA,0.08333333333333333,12,0,9,4,5,9,1.3333333333333333,17.444444444444443,39
Rotor centrífuga 1.00HP con eje - Vulcano SA,0,1,0,1,0,0,1,1,0,1
Rotor centrífugo de 1,00HP com eixo - Vulcano SA,0,0,0,1,0,0,1,0,25,1
Rotor multiválvula 3 vías - Vulcano SA,0,7,0,6,5,0,6,1.1666666666666667,12.5,16
"Rotor multiválvula 6 vías 1 1/2"" - Vulcano SA,0,3,0,3,2,1,3,1,92.66666666666667,7"
"Rotor multiválvula 6 vías 2"" - Vulcano SA,0,5,0,4,4,0,4,1.25,7.25,12"
Rotor p/ mv 6 vías c/junta estrella - Vulcano SA,0,2,0,2,2,0,2,1,52.5,4
Rueda plástica orificio ø10,5 mm - Vulcano SA,0,1,0,1,1,0,1,1,18,3
Ruedas con perno 35 mm - Vulcano SA,0,6,0,5,5,0,5,1.2,20.6,20
Ruedas con perno 48 mm/83 mm - Vulcano SA,0,2,0,2,2,0,2,1,5.5,7
Ruedita plástica - Vulcano SA,0,2,0,2,1,0,2,1,12,6
SPOTLED archivos - Vulcano SA,0,3,0,2,2,0,2,1.5,27.5,8
Sacahojas Bolsa grande ø32 - Vulcano SA,0.07692307692307693,27,0,24,12,2,24,1.125,15.458333333333334,67
Sacahojas Plano con pala ø19 - Vulcano SA,0.125,7,0,6,4,1,6,1.1666666666666667,11.833333333333334,22
Sacahojas Plano con pala ø32 - Vulcano SA,0.0625,16,0,13,8,2,12,1.3333333333333333,27.5,41
Sacahojas Plano ø19 - Vulcano SA,0.14285714285714285,6,0,5,5,0,5,1.2,12.2,16
Sacahojas Plano ø19 c/mango - Vulcano SA,0,8,0,7,4,2,7,1.1428571428571428,19.714285714285715,29
Sacahojas Plano ø32 - Vulcano SA,0.1111111111111111,11,0,8,8,1,8,1.375,64.875,27
Sacahojas Profesional bolsa grande ø32 - Vulcano SA,0,16,0,11,8,2,11,1.4545454545454546,23.454545454545453,41
Sacahojas Profesional plano ø32 - Vulcano SA,0,9,0,8,8,0,8,1.125,14.625,20
Sacahojas Red ø19 - Vulcano SA,0,4,0,4,3,0,4,1,89,11
Sacahojas Red ø19 c/mango - Vulcano SA,0,5,0,5,5,0,5,1,13.6,15
Sacahojas Red ø32 - Vulcano SA,0,12,0,9,8,0,9,1.3333333333333333,44.44444444444444,40
Sacahojas archivos - Vulcano SA,0.034482758620689655,65,0,40,27,1,40,1.625,29.825,174
Sacahojas plano con pala ø19 c/mango - Vulcano SA,0,16,0,15,9,0,15,1.0666666666666667,20.4,42
Sello mecánico con pista cerámica - Vulcano SA,0.046511627906976744,49,0,33,12,7,33,1.4848484848484849,32.39393939393939,121
Selo mecânico com pista cerâmica - Vulcano SA,0,0,0,1,0,0,1,0,47,1
Sensor de temperatura MMZ - Vulcano SA,0,5,0,4,2,1,4,1.25,48.25,12
Sin acceso - Vulcano SA,0,1,0,1,1,0,1,1,2,3
Skimmer boca ancha FV - Vulcano SA,0,46,0,38,19,3,38,1.2105263157894737,33.05263157894737,110
Skimmer boca ancha H - Vulcano SA,0.0896551724137931,160,0,96,54,23,96,1.6666666666666667,65.14583333333333,463
Skimmer con filtro FV - Vulcano SA,0,10,0,9,3,1,9,1.1111111111111112,11.11111111111111,21
Skimmer con filtro H - Vulcano SA,0,34,0,28,14,5,27,1.2592592592592593,29.11111111111111,91
Skimmer with PV filter - Vulcano SA,0,0,0,1,0,0,1,0,34,3
Skimmers archivos - Vulcano SA,0.046052631578947366,244,0,117,63,17,117,2.0854700854700856,35.39316239316239,629
Skimmers 文件 - Vulcano SA,1,0,0,1,0,0,0,0,0,2
Solapa de la boquilla de aspiración - Zuipy - Vulcano SA,0,3,0,2,2,0,2,1.5,9,7
Sombrero venturi - Vulcano SA,0,4,0,3,3,0,3,1.3333333333333333,20,9
Soporte de ruedas 35 cm/48 cm - Vulcano SA,0,2,0,1,1,0,1,2,67,6
Soporte horqueta con perno - Vulcano SA,0,3,0,2,2,0,2,1.5,12.5,7
Soporte plástico para baranda - Vulcano SA,0.16666666666666666,15,0,9,6,1,9,1.6666666666666667,26.555555555555557,37
Spare Parts - Vulcano SA,0,4,0,1,0,0,1,4,47,6
Statore avvolto 1.00HP - Monofase - Vulcano SA,0,0,0,1,0,0,1,0,82,3
Succión antivortex blanco - Vulcano SA,0.2,18,0,14,9,2,13,1.3846153846153846,8.615384615384615,46
Succión antivortex cromo - Vulcano SA,0,13,0,12,4,1,12,1.0833333333333333,37.666666666666664,33
Succión lateral AISI 316 p/insertar - Vulcano SA,0,8,0,5,3,0,5,1.6,34.2,17
Sucursal Capital - Vulcano SA,0.022099447513812154,198,0,156,56,15,156,1.2692307692307692,74.23717948717949,560
Sucursal Casa Central - Vulcano SA,0.027586206896551724,336,0,254,60,89,253,1.3280632411067195,34.6600790513834,1003
Sucursal Chacabuco - Vulcano SA,0.015625,64,0,52,14,14,51,1.2549019607843137,37.372549019607845,192
SuperLED archivos - Vulcano SA,0.07291666666666667,133,0,78,32,2,77,1.7272727272727273,21.467532467532468,290
SuperLED 文件 - Vulcano SA,0,0,0,3,2,0,3,0,10,5
SuperLED 档案 - Vulcano SA,0,0,0,1,0,0,1,0,11,2
Swimming pool accessories - Vulcano SA,0,1,0,1,0,0,1,1,33,4
Tabla de nado - Vulcano SA,0,5,0,5,4,0,5,1,35,14
Tabla de nado archivos - Vulcano SA,0,14,0,13,7,0,13,1.0769230769230769,12.846153846153847,27
Taco traba p/ toma de fondo olímpica - Vulcano SA,0,1,0,1,1,0,1,1,11,4
Tanque para equipo filtración portatil - Vulcano SA,0,8,0,5,4,0,5,1.6,30.4,20
"Tapa AISI 10"" / 12"" - Vulcano SA,0,1,0,1,1,0,1,1,27,3"
"Tapa AISI 8"" - Vulcano SA,0,1,0,1,1,0,1,1,69,3"
Tapa NORYL - Vulcano SA,0,2,0,2,0,1,2,1,26,6
Tapa aluminio p/motor - Vulcano SA,0,4,0,3,1,0,3,1.3333333333333333,11.333333333333334,9
Tapa aluminio para motor carcasa 71 - Vulcano SA,0.07692307692307693,13,0,10,3,5,10,1.3,68.5,44
Tapa blanca para succión antivortex - Vulcano SA,0,4,0,3,2,1,3,1.3333333333333333,12.333333333333334,9
Tapa caja conexión para motores de bombas BAE - Vulcano SA,0,7,0,6,2,4,6,1.1666666666666667,25.666666666666668,26
Tapa casilla con herrajes - Vulcano SA,0,4,0,4,3,0,4,1,12,10
Tapa con círculo de acetato - Vulcano SA,0,1,0,1,1,0,1,1,36,3
Tapa con etiqueta - Vulcano SA,0,1,0,1,1,0,1,1,24,2
Tapa cromo para succión antivortex - Vulcano SA,0,2,0,1,1,0,1,2,9,4
Tapa cuadrada - Vulcano SA,0,7,0,6,4,1,6,1.1666666666666667,25.833333333333332,17
Tapa cuerpo BAD - Vulcano SA,0,1,0,1,1,0,1,1,14,3
Tapa de caja de conexiones - Vulcano SA,0,4,0,4,4,0,4,1,24.75,10
Tapa de cartucho para skimmer - Vulcano SA,0,5,0,4,2,0,4,1.25,37,13
Tapa interior s/o'ring - Vulcano SA,0.1,20,0,14,10,1,14,1.4285714285714286,51.642857142857146,67
Tapa marrón con círculo de acetato - Vulcano SA,0,4,0,4,4,0,4,1,36.75,12
Tapa para boya con regulador - Vulcano SA,0.2857142857142857,5,0,2,1,0,2,2.5,19,13
Tapa para boya con termómetro - Vulcano SA,0,1,0,1,1,0,1,1,30,3
Tapa para dosificador de cloro - Vulcano SA,0,4,0,3,2,1,3,1.3333333333333333,1.6666666666666667,8
Tapa para filtro con cartucho - Vulcano SA,0,4,0,4,3,1,4,1,23.75,13
Tapa para hidrojet - Vulcano SA,0.1111111111111111,9,0,7,3,5,7,1.2857142857142858,15.714285714285714,33
Tapa para mv 6 vías (con etiqueta funciones) - Vulcano SA,0,2,0,2,1,1,2,1,24.5,7
Tapa para toma antiremolino - Liner - Vulcano SA,0,4,0,4,4,0,4,1,8.75,12
Tapa para toma antiremolino Hº - Vulcano SA,0.14285714285714285,8,0,5,4,0,5,1.6,38.8,22
Tapa plástica para caja de conexión - Vulcano SA,0,3,0,3,2,1,3,1,6.333333333333333,9
Tapa sin herrajes - Vulcano SA,0,1,0,1,1,0,1,1,12,3
Tapa transparente de tanque - Vulcano SA,0,2,0,2,1,0,2,1,14,6
Tapa visora - Vulcano SA,0,8,0,6,4,1,6,1.3333333333333333,71,23
Tapa visora BAC - Vulcano SA,0,6,0,5,4,0,5,1.2,29.2,15
Tapa visora BAC / BAP - Vulcano SA,0.09090909090909091,9,0,8,8,0,8,1.125,22.125,24
Tapa visora BAF - Vulcano SA,0,5,0,4,3,0,4,1.25,20.75,15
Tapa visora BAT - Vulcano SA,0,7,0,5,5,0,5,1.4,26.4,20
Tapa visora Pre-filtro - Vulcano SA,0.25,3,0,3,3,0,3,1,21.333333333333332,8
Tapones archivos - Vulcano SA,0,14,0,12,8,1,12,1.1666666666666667,17.166666666666668,32
"Tapón 1 1/2"" - Vulcano SA,0,4,0,4,4,0,4,1,38,12"
Tapón de bronce 1/4 - Vulcano SA,0,3,0,3,1,2,3,1,43.333333333333336,11
"Tapón de drenaje 1/4"" - Vulcano SA,0,23,0,3,3,0,3,7.666666666666667,58.666666666666664,98"
"Tapón de drenaje 2"" - Vulcano SA,0,4,0,3,2,0,3,1.3333333333333333,25.666666666666668,10"
Tapón de drenaje con O'Ring - Vulcano SA,0,4,0,4,2,1,4,1,8.5,11
Tapón de tornillo - Vulcano SA,0,1,0,1,1,0,1,1,65,3
Tapón hembra PN16 ø40 mm (para pegar) - Vulcano SA,0,1,0,1,0,0,1,1,21,3
Tapón hembra PN16 ø63 mm (para pegar) - Vulcano SA,0,1,0,1,1,0,1,1,1,5
Tapón macho PN16 ø50 mm (para pegar) - Vulcano SA,0,3,0,2,1,0,2,1.5,17,6
Tapón para luminaria embutir - Vulcano SA,0,1,0,1,1,0,1,1,5,2
Tee 90° PN16 HH ø50 mm (para pegar) - Vulcano SA,0,2,0,2,1,1,2,1,5.5,6
Tee archivos - Vulcano SA,0,7,0,6,4,0,6,1.1666666666666667,2.8333333333333335,13
Telescopic handle - Smooth (ø32 mm x 3.6 m) - Vulcano SA,0,0,0,1,0,0,1,0,59,1
"Terminal flexible roscada ø1 1/2"" - Vulcano SA,0.125,13,0,11,7,4,11,1.1818181818181819,14.727272727272727,46"
"Terminal flexible roscada ø1 1/4"" - Vulcano SA,0,2,0,2,2,0,2,1,12.5,6"
"Terminal flexible roscada ø1"" - Vulcano SA,0,5,0,4,4,0,4,1.25,42.25,17"
"Terminal flexible roscada ø2"" - Vulcano SA,0.3333333333333333,2,0,2,1,1,2,1,106.5,7"
Termómetro flotante bimetálico - Vulcano SA,0.125,11,0,5,3,1,5,2.2,24.2,27
Termómetro flotante cilíndrico - Vulcano SA,0.16666666666666666,5,0,5,4,0,5,1,16.4,11
Termómetro sumergible cilíndrico - Vulcano SA,0.1,11,0,8,4,2,8,1.375,16.25,29
Termómetros archivos - Vulcano SA,0,10,0,9,6,0,9,1.1111111111111112,19.77777777777778,21
Test de cobre - 30 tiras - Vulcano SA,0.07692307692307693,13,0,8,3,2,8,1.625,10.25,30
Test kit de cloro y pH - Vulcano SA,0.06382978723404255,95,0,70,31,37,68,1.3970588235294117,23.558823529411764,298
Toma de fondo (piscina de hormigón) - Vulcano SA,0.043010752688172046,97,0,67,45,9,66,1.4696969696969697,42.06060606060606,272
Toma de fondo (piscina de liner) - Vulcano SA,0.04,53,0,44,18,20,42,1.2619047619047619,24.38095238095238,160
Toma de fondo (piscinas olímpicas) - Vulcano SA,0.1,29,0,24,13,7,24,1.2083333333333333,19.125,87
Toma de fondo AISI 316 - Vulcano SA,0,25,0,17,5,8,17,1.4705882352941178,31.058823529411764,73
Tomas de fondo archivos - Vulcano SA,0.04,86,0,59,36,1,59,1.4576271186440677,12.898305084745763,209
"Tornillo 1/4 x 1"" ECM 0.50HP - Vulcano SA,0,1,0,1,1,0,1,1,48,3"
"Tornillo 3/8 x 1 1/2"" - Vulcano SA,0,2,0,2,2,0,2,1,92.5,4"
"Tornillo 3/8 x 1 1/4"" - Vulcano SA,0,4,0,4,1,3,4,1,19.25,18"
"Tornillo 5/16 x 1"" - Vulcano SA,0,1,0,1,0,1,1,1,0,3"
"Tornillo 8 x 1 1/4"" - Vulcano SA,0,1,0,1,1,0,1,1,46,3"
Tornillo AISI - Vulcano SA,0,4,0,4,3,1,4,1,13.5,14
"Tornillo AISI 1/4 x 1 1/4"" - Vulcano SA,0,2,0,2,2,0,2,1,67.5,5"
"Tornillo AISI 1/4 x 3"" - Vulcano SA,0,1,0,1,1,0,1,1,27,3"
"Tornillo AISI 10 x 1 1/4"" - Vulcano SA,0,2,0,2,2,0,2,1,16.5,7"
"Tornillo AISI 6 x 1"" - Vulcano SA,0,1,0,1,1,0,1,1,27,3"
"Tornillo AISI 6 x 1/2"" - Vulcano SA,0,1,0,1,1,0,1,1,11,3"
Tornillo AISI 7 x 1 1/4” - Vulcano SA,0,4,0,4,4,0,4,1,14,13
"Tornillo AISI 8 x 1"" - Vulcano SA,0,1,0,1,1,0,1,1,24,3"
Tornillo M4 x 10 mm - Vulcano SA,0,2,0,2,1,1,2,1,31.5,7
Tornillo M5 x 113 mm para carcasa 71 - Vulcano SA,0,2,0,2,1,0,2,1,28.5,5
Tornillo M5 x 140 mm para carcasa 71 - Vulcano SA,0,1,0,1,1,0,1,1,0,1
Tornillo para ionizador solar ION-100 - Plástico - Vulcano SA,0.16666666666666666,5,0,5,2,0,5,1,10.2,12
Traba de anclaje - Vulcano SA,0,2,0,2,2,0,2,1,20,6
Trabajá en Vulcano - Vulcano SA,0.02195121951219512,510,0,281,96,58,278,1.8345323741007193,94.93165467625899,1414
Trampolines archivos - Vulcano SA,0,28,0,17,10,4,17,1.6470588235294117,23,63
Tratamento de Água - Vulcano SA,0,0,0,1,0,0,1,0,31,2
Tratamiento de agua - Vulcano SA,0.026041666666666668,242,0,173,58,3,173,1.3988439306358382,21.254335260115607,571
Tratamiento de agua archivos - Vulcano SA,0,2,0,2,1,0,2,1,17.5,5
Triple Acción archivos - Vulcano SA,0.05263157894736842,19,0,14,8,0,14,1.3571428571428572,12.285714285714286,43
Triple Acción en pastillas - 200 g (1 kg) - Vulcano SA,0.1,9,0,6,4,0,6,1.5,69.83333333333333,22
Triple Acción en pastillas - 200 g (10 kg) - Vulcano SA,0,3,0,3,1,2,3,1,9.666666666666666,10
Triple Acción en pastillas - 200 g (5 kg) - Vulcano SA,0.2,3,0,1,1,0,1,3,140,7
Triple Acción en pastillas - 200 g (50 kg) - Vulcano SA,0,1,0,1,0,0,1,1,0,1
Triple Acción en pastillas - 50 g (1 kg) - Vulcano SA,0,2,0,2,2,0,2,1,10,3
Triple Acción en pastillas - 50 g (50 kg) - Vulcano SA,0,2,0,2,0,0,2,1,21.5,5
Tubo colector VC-10 - Vulcano SA,0,2,0,2,1,1,2,1,8,7
Tubo colector VC-100 R - Vulcano SA,0,1,0,1,0,1,1,1,4,4
Tubo colector VC-20 - Vulcano SA,0,1,0,1,0,1,1,1,3,5
Tubo colector VC-30 - Vulcano SA,0,1,0,1,1,0,1,1,0,1
Tubo con sombrero venturi - Vulcano SA,0.1,10,0,7,5,1,7,1.4285714285714286,20,26
Tubo flexible PVC ø20 mm (Hidroflex) - Vulcano SA,0,2,0,2,0,2,2,1,8,7
Tubo flexible PVC ø25 mm (Hidroflex) - Vulcano SA,0.2,4,0,4,1,1,4,1,4.5,10
Tubo flexible PVC ø40 mm (Hidroflex) - Vulcano SA,0,9,0,8,3,5,8,1.125,8.875,27
Tubo flexible PVC ø63 mm (Hidroflex) - Vulcano SA,0,3,0,3,0,1,3,1,15,8
Tubo venturi - Vulcano SA,0.3333333333333333,2,0,2,2,0,2,1,18.5,8
Tubo visor - Vulcano SA,0,8,0,8,5,2,7,1.1428571428571428,12.142857142857142,23
Tubos flexibles archivos - Vulcano SA,0,26,0,23,11,3,23,1.1304347826086956,14.391304347826088,66
"Tuerca 2"" - Vulcano SA,0,3,0,3,3,0,3,1,39,11"
"Tuerca AISI 1/4"" - Vulcano SA,0,1,0,1,1,0,1,1,41,3"
Tuerca acople - Vulcano SA,0,2,0,2,1,0,2,1,20.5,6
Tuerca de sujeción para pico esférico - Vulcano SA,0,2,0,2,2,0,2,1,11.5,7
Tuerca flor compacta - Vulcano SA,0,1,0,1,1,0,1,1,8,3
"Tuerca hexagonal 2 1/2"" - Vulcano SA,0,4,0,3,3,0,3,1.3333333333333333,38,15"
Tuerca hexagonal para pulsador - Vulcano SA,0,1,0,1,1,0,1,1,5,2
Tuerca hexagonal para regulador - Vulcano SA,0,1,0,1,1,0,1,1,4,2
Tuerca inferior de buje para roscar - Vulcano SA,0,1,0,1,1,0,1,1,17,3
Tuerca para antivortex - Vulcano SA,0,2,0,2,1,0,2,1,4,4
Tuerca para hidrojet - Vulcano SA,0,1,0,1,1,0,1,1,6,2
Tuerca para tapa visora BAE / BAF - Vulcano SA,0.14285714285714285,7,0,5,4,0,5,1.4,14.8,15
Tuerca prensa cable para caja conexión motores - Vulcano SA,0,5,0,4,2,2,4,1.25,36.25,14
"Tuerca superior 1 1/2"" - Vulcano SA,0.2,9,0,8,6,0,8,1.125,30.375,27"
"Tuerca superior 2"" - Vulcano SA,0.5,1,0,1,1,0,1,1,0,3"
Tuerca superior buje - Vulcano SA,0,2,0,2,2,0,2,1,61,6
Tuerca tapa dosificador - Vulcano SA,0,2,0,2,2,0,2,1,8.5,7
Tuerca tapón para válvula desagote - Vulcano SA,0,2,0,2,2,0,2,1,34,5
Tuerca unión doble - Vulcano SA,0,14,0,10,9,0,10,1.4,24.9,37
Tuerca y cupla ø40 - Vulcano SA,0,6,0,5,4,0,5,1.2,27.8,18
Tuerca y cupla ø50 - Vulcano SA,0,3,0,3,2,0,3,1,21.666666666666668,9
Términos y condiciones - Vulcano SA,0,12,0,11,6,2,11,1.0909090909090908,50.54545454545455,34
Uniones dobles PVC archivos - Vulcano SA,0,23,0,18,12,1,18,1.2777777777777777,23.27777777777778,52
Uniones dobles archivos - Vulcano SA,0,16,0,13,5,0,13,1.2307692307692308,16.76923076923077,42
Unión TEE ø40 con tuerca - Vulcano SA,0,1,0,1,0,0,1,1,2,2
"Unión doble ABS H-H 2"" x 2"" (para roscar) - Vulcano SA,0,1,0,1,1,0,1,1,12,3"
Unión doble ABS H-H ø50 - ø50 (para pegar) - Vulcano SA,0,2,0,2,0,2,2,1,6,7
"Unión doble ABS H-H ø50 x 1 1/2"" (para pegar y roscar) - Vulcano SA,0,6,0,4,0,2,4,1.5,42.5,17"
"Unión doble ABS H-H ø63 x 2"" (para pegar y roscar) - Vulcano SA,0,1,0,1,1,0,1,1,265,3"
Unión doble ABS H-H ø63 x ø63 (para pegar) - Vulcano SA,0,1,0,1,1,0,1,1,121,3
"Unión doble ABS M-H pegar y roscar Ø50 x 1 1/2"" archivos - Vulcano SA,0,1,0,1,0,0,1,1,0,1"
"Unión doble ABS M-H ø50 x 1 1/2"" (para pegar y roscar) - Vulcano SA,0.16666666666666666,5,0,4,2,3,4,1.25,25.25,19"
Unión doble ABS M-H ø50 x ø50 (para pegar) - Vulcano SA,0.25,2,0,1,1,0,1,2,0,6
"Unión doble PN16 ø40 mm - RM 1 1/4"" (para pegar y roscar) - Vulcano SA,0,4,0,3,3,0,3,1.3333333333333333,12,12"
"Unión doble PN16 ø50 mm - RM 1 1/2"" (para pegar y roscar) - Vulcano SA,0,2,0,2,1,1,2,1,8,6"
"Unión flexible roscada ø1 1/2"" - Vulcano SA,0.09090909090909091,10,0,7,6,0,7,1.4285714285714286,18.285714285714285,29"
"Unión flexible roscada ø1 1/4"" - Vulcano SA,0.5,1,0,2,1,0,2,0.5,15,4"
Unión para rieles de montaje - Vulcano SA,0,2,0,1,0,0,1,2,65,6
Unión tanque VC-200R - Vulcano SA,0,14,0,10,6,4,10,1.4,77,40
VC-200 R pool filter - Vulcano SA,0,0,0,1,0,0,1,0,9,1
VC-250 pool filter - Vulcano SA,0,0,0,1,0,0,1,0,33,1
Vaina plástica para escalera - Vulcano SA,0,22,0,10,6,3,10,2.2,8.5,51
Varilla plástica corta - Vulcano SA,0.16666666666666666,21,0,19,11,4,18,1.1666666666666667,10.277777777777779,56
Varilla plástica larga - Vulcano SA,0.08695652173913043,23,0,18,12,1,18,1.2777777777777777,22.833333333333332,56
Varilla soporte - Vulcano SA,0,1,0,1,0,0,1,1,6,2
Venecitas Guarda Griega azul - Vulcano SA,0,1,0,2,0,0,2,0.5,21,2
Venecitas Guarda Inca azul - Vulcano SA,0,2,0,1,1,0,1,2,84,6
Venecitas Guarda Inca celeste - Vulcano SA,0,1,0,1,0,1,1,1,144,5
Venecitas Guarda Lazo mix azul - Vulcano SA,0,5,0,4,0,3,4,1.25,53,19
Venecitas Guarda Ola azul - Vulcano SA,0,1,0,1,0,0,0,0,0,4
Venecitas Guarda Ola celeste - Vulcano SA,0,1,0,1,0,0,1,1,14,2
Venecitas Guarda Paros mix azul - Vulcano SA,0,2,0,1,1,0,1,2,53,4
Venecitas Guarda Romana azul - Vulcano SA,0.25,4,0,3,1,1,3,1.3333333333333333,15,13
Venecitas archivos - Página 3 de 3 - Vulcano SA,0,2,0,1,0,0,1,2,1,3
Venecitas archivos - Vulcano SA,0.09090909090909091,43,0,18,10,0,18,2.388888888888889,22.333333333333332,84
Venecitas azul - Vulcano SA,0,5,0,3,2,0,3,1.6666666666666667,22,11
Venecitas azul oscuro - Vulcano SA,0.5,1,0,1,1,0,1,1,14,5
Venecitas blanco - Vulcano SA,0,8,0,5,1,2,5,1.6,38.8,24
Venecitas celeste - Vulcano SA,0.3333333333333333,2,0,2,2,0,2,1,134,5
Venecitas celeste claro - Vulcano SA,0,6,0,6,3,2,6,1,16.5,15
Venecitas mix azul - Vulcano SA,0.16666666666666666,5,0,4,3,1,4,1.25,54,14
Venecitas mix celeste - Vulcano SA,0,3,0,3,1,0,3,1,50,6
Venecitas mix verde - Vulcano SA,0.25,6,0,2,2,0,2,3,16,12
Venecitas verde - Vulcano SA,0.25,3,0,3,1,2,3,1,18.666666666666668,10
Ventilador - Vulcano SA,0.14285714285714285,13,0,10,5,4,10,1.3,27.4,47
Ventilador BAC - Vulcano SA,0,1,0,1,1,0,1,1,781,5
Ventilador para motor carcasa 80 NAC - Vulcano SA,0,2,0,2,1,0,2,1,3,4
Virola AISI 316 - Hormigón - Vulcano SA,0,4,0,3,2,0,3,1.3333333333333333,23,8
"Virola Aro desmontable blanco RH 1 1/2"" - FV - Vulcano SA,0,3,0,1,1,0,1,3,28,6"
"Virola Aro desmontable blanco RH 1 1/2"" - Hormigón - Vulcano SA,0.09090909090909091,14,0,10,7,0,9,1.5555555555555556,34.333333333333336,36"
Virola Aro desmontable blanco ø50 mm - FV - Vulcano SA,0.11764705882352941,16,0,12,8,3,12,1.3333333333333333,23.75,43
Virola Aro desmontable blanco ø50 mm - Hormigón - Vulcano SA,0.05263157894736842,19,0,16,11,0,15,1.2666666666666666,34.6,40
"Virola Aro fijo blanco RH 1 1/2"" - FV - Vulcano SA,0,6,0,5,3,0,5,1.2,12.4,14"
"Virola Aro fijo blanco RH 1 1/2"" - Hormigón - Vulcano SA,0,14,0,11,8,1,11,1.2727272727272727,15.181818181818182,35"
Virola Aro fijo blanco ø50 mm - FV - Vulcano SA,0,6,0,4,3,0,4,1.5,43.75,14
Virola Aro fijo blanco ø50 mm - Hormigón - Vulcano SA,0.13333333333333333,14,0,12,8,4,12,1.1666666666666667,45.166666666666664,41
Virolas archivos - Vulcano SA,0.02631578947368421,48,0,34,18,0,34,1.411764705882353,35.470588235294116,132
Vista single bomba – Vulcano SA,0,7,0,2,2,0,2,3.5,0,14
Válvula automática ablandador - Vulcano SA,0,13,0,10,6,3,10,1.3,31.6,42
Válvula automática sodería - Vulcano SA,0,1,0,1,0,0,1,1,58,2
Válvula de drenaje - WPD - Vulcano SA,0,6,0,5,4,1,5,1.2,12.8,16
