# ----------------------------------------
# Páginas y pantallas: Ruta de página y clase de pantalla
# Cuenta: Vulcano S.A.
# Propiedad: B2C ARG
# ----------------------------------------
# 
# Todos los usuarios
# Fecha de inicio: 20250501
# Fecha de finalización: 20250531
Título de página y clase de pantalla,Porcentaje de rebote,Vistas,Eventos clave,Total de usuarios,Usuarios recurrentes,Usuarios nuevos,Usuarios activos,Vistas por usuario activo,Tiempo de interacción medio por usuario activo,Número de eventos
"Resultados para ""11702A "",0,1,0,1,1,0,1,1,19,5"
"Resultados para ""117050 "",0,2,0,2,2,0,2,1,7,9"
"Resultados para ""118031 "",0,1,0,1,1,0,1,1,4,4"
"Resultados para ""118032 "",0,1,0,1,1,0,1,1,8,5"
"Resultados para ""12036 "",0,1,0,1,1,0,1,1,4,6"
"Resultados para ""122016 "",0,1,0,1,1,0,1,1,25,5"
"Resultados para ""123 "",0,1,0,1,1,0,1,1,9,3"
"Resultados para ""123504 "",0,1,0,1,1,0,1,1,7,5"
"Resultados para ""12500 "",0,1,0,1,1,0,1,1,14,6"
"Resultados para ""125011 "",0,1,0,1,1,0,1,1,12,5"
"Resultados para ""12vca "",0,1,0,1,1,0,1,1,13,3"
"Resultados para ""132215 "",0,1,0,1,1,0,1,1,45,6"
"Resultados para ""132328 "",0,1,0,1,1,0,1,1,4,6"
"Resultados para ""135031 "",0,1,0,1,1,0,1,1,5,5"
"Resultados para ""13591 "",0,1,0,1,1,0,1,1,8,3"
"Resultados para ""135924 "",0,3,0,3,3,0,3,1,148,15"
"Resultados para ""135924 MV 2\"" TOP "",0,3,0,1,1,0,1,3,40,11"
"Resultados para ""136010 "",0,1,0,1,1,0,1,1,3,5"
"Resultados para ""136011 "",0,1,0,1,1,0,1,1,7,4"
"Resultados para ""139200 "",0,1,0,1,1,0,1,1,6,4"
"Resultados para ""139250 "",0,1,0,1,1,0,1,1,1,3"
"Resultados para ""139910 "",0,1,0,1,1,0,1,1,5,5"
"Resultados para ""139911 "",0,1,0,1,1,0,1,1,28,5"
"Resultados para ""13992 "",0,1,0,1,1,0,1,1,2,3"
"Resultados para ""1399200 "",0,1,0,1,1,0,1,1,3,4"
"Resultados para ""14.4 "",0,1,0,1,1,0,1,1,4,5"
"Resultados para ""1400 "",0,2,0,1,1,0,1,2,23,9"
"Resultados para ""142328 "",0,1,0,1,1,0,1,1,6,6"
"Resultados para ""145101 "",0,1,0,1,0,0,1,1,21,5"
"Resultados para ""145111 "",0,1,0,1,0,0,1,1,16,5"
"Resultados para ""147041 "",0,1,0,1,1,0,1,1,6,5"
"Resultados para ""149005 "",0,1,0,1,1,0,1,1,5,6"
"Resultados para ""160052 "",0,1,0,1,1,0,1,1,6,5"
"Resultados para ""16060 "",0,1,0,1,1,0,1,1,1,5"
"Resultados para ""169107706 3 "",0,2,0,1,1,0,1,2,5,10"
"Resultados para ""170000 "",0,1,0,1,0,0,1,1,33,4"
"Resultados para ""170122 "",0,1,0,1,0,0,1,1,1,3"
"Resultados para ""170222 "",0,1,0,1,0,0,1,1,3,4"
"Resultados para ""2 "",0,1,0,1,1,0,1,1,1210,4"
"Resultados para ""2 hp "",0,1,0,1,0,0,1,1,14,3"
"Resultados para ""2 vias "",0,1,0,1,1,0,1,1,19,6"
"Resultados para ""2000038 "",0,3,0,2,2,0,2,1.5,12.5,12"
"Resultados para ""207023 "",0,1,0,1,1,0,1,1,15,4"
"Resultados para ""22901007 "",0,1,0,1,1,0,1,1,3,4"
"Resultados para ""232021 "",0,2,0,1,1,0,1,2,16,10"
"Resultados para ""233072 "",0,1,0,1,1,0,1,1,6,6"
"Resultados para ""233121 "",0,1,0,1,1,0,1,1,27,5"
"Resultados para ""233147 "",0,2,0,1,1,0,1,2,0,6"
"Resultados para ""234003 "",0,1,0,1,1,0,1,1,30,4"
"Resultados para ""234004 "",0,4,0,3,3,0,3,1.3333333333333333,23.333333333333332,20"
"Resultados para ""235003 "",0,1,0,1,1,0,1,1,8,5"
"Resultados para ""237012 "",0,1,0,1,1,0,1,1,3,4"
"Resultados para ""237036 "",0,1,0,1,1,0,1,1,2,4"
"Resultados para ""23800 "",0,1,0,1,0,0,1,1,4,3"
"Resultados para ""23900016 "",0,1,0,1,1,0,1,1,11,5"
"Resultados para ""239145 "",0,1,0,1,1,0,1,1,5,6"
"Resultados para ""239211 "",0,1,0,1,1,0,1,1,6,5"
"Resultados para ""23936a "",0,2,0,1,1,0,1,2,15,7"
"Resultados para ""23953a "",0,1,0,1,1,0,1,1,7,4"
"Resultados para ""241082 "",0,1,0,1,1,0,1,1,6,5"
"Resultados para ""241083 "",0,1,0,1,1,0,1,1,8,5"
"Resultados para ""242010 "",0,1,0,1,1,0,1,1,17,6"
"Resultados para ""242011 "",0,1,0,1,1,0,1,1,4,6"
"Resultados para ""243010 "",0,1,0,1,1,0,1,1,640,5"
"Resultados para ""247040 "",0,2,0,2,2,0,2,1,6,10"
"Resultados para ""247049 "",0,1,0,1,1,0,1,1,11,5"
"Resultados para ""247058 "",0,1,0,1,1,0,1,1,19,5"
"Resultados para ""250 "",0,1,0,1,1,0,1,1,5,5"
"Resultados para ""262045 "",0,1,0,1,1,0,1,1,6,6"
"Resultados para ""271 "",0,2,0,1,0,0,1,2,6,10"
"Resultados para ""281 "",0,2,0,1,0,0,1,2,5,10"
"Resultados para ""29012140 "",0,1,0,1,1,0,1,1,7,6"
"Resultados para ""3 "",0,1,0,1,0,0,1,1,5,3"
"Resultados para ""3 horas "",0,1,0,1,0,0,1,1,6,5"
"Resultados para ""3 hp "",0,1,0,1,0,0,1,1,9,6"
"Resultados para ""3 vias "",0,2,0,2,1,0,2,1,17,6"
"Resultados para ""3 vías 4 pulgadas "",0,1,0,1,0,0,1,1,27,3"
"Resultados para ""300 "",0,1,0,1,0,0,1,1,27,4"
"Resultados para ""32761 "",0,1,0,1,1,0,1,1,22,5"
"Resultados para ""34062 "",0,1,0,1,1,0,1,1,8,6"
"Resultados para ""34141 "",0,1,0,1,1,0,1,1,22,5"
"Resultados para ""34592 "",0,1,0,1,1,0,1,1,20,5"
"Resultados para ""35005 "",0,1,0,1,1,0,1,1,108,6"
"Resultados para ""352202 "",0,1,0,1,1,0,1,1,15,4"
"Resultados para ""352246 "",0,2,0,2,2,0,2,1,11,11"
"Resultados para ""352301 "",0,1,0,1,1,0,1,1,13,6"
"Resultados para ""362001 "",0,1,0,1,1,0,1,1,7,5"
"Resultados para ""362301 "",0,1,0,1,1,0,1,1,8,5"
"Resultados para ""362321 "",0,1,0,1,1,0,1,1,12,5"
"Resultados para ""362331 "",0,2,0,2,2,0,2,1,7.5,10"
"Resultados para ""459999 "",0,1,0,1,1,0,1,1,4,5"
"Resultados para ""460746 "",0,1,0,1,1,0,1,1,7,5"
"Resultados para ""5 vias "",0,1,0,1,1,0,1,1,7,4"
"Resultados para ""50 "",0,1,0,1,0,0,1,1,22,4"
"Resultados para ""500011 "",0,5,0,3,3,0,3,1.6666666666666667,7.333333333333333,21"
"Resultados para ""500201 "",0,2,0,2,2,0,2,1,8.5,10"
"Resultados para ""500211 "",0,1,0,1,1,0,1,1,25,5"
"Resultados para ""550002 "",0,1,0,1,1,0,1,1,4,5"
"Resultados para ""550009 "",0,5,0,4,4,0,4,1.25,6,25"
"Resultados para ""550023 "",0,1,0,1,1,0,1,1,6,5"
"Resultados para ""550035 "",0,2,0,2,2,0,2,1,7.5,8"
"Resultados para ""551011 "",0,1,0,1,0,0,1,1,10,3"
"Resultados para ""551012 "",0,1,0,1,0,0,1,1,11,5"
"Resultados para ""551026 "",0,1,0,1,1,0,1,1,12,5"
"Resultados para ""55302 "",0,1,0,1,1,0,1,1,10,5"
"Resultados para ""5601 "",0,1,0,1,1,0,1,1,39,5"
"Resultados para ""565001 "",0,2,0,2,2,0,2,1,10.5,10"
"Resultados para ""565011 "",0,2,0,2,2,0,2,1,8,9"
"Resultados para ""5843 "",0,1,0,1,1,0,1,1,6,5"
"Resultados para ""6 vias "",0,1,0,1,1,0,1,1,8,3"
"Resultados para ""600010 "",0,1,0,1,1,0,1,1,7,4"
"Resultados para ""600011 "",0,1,0,1,1,0,1,1,1,4"
"Resultados para ""600030 "",0,1,0,1,1,0,1,1,20,6"
"Resultados para ""600040 "",0,1,0,1,1,0,1,1,7,3"
"Resultados para ""600200 "",0,1,0,1,1,0,1,1,19,5"
"Resultados para ""600205 "",0,1,0,1,1,0,1,1,11,6"
"Resultados para ""700920 "",0,3,0,2,2,0,2,1.5,8.5,15"
"Resultados para ""700991 "",0,2,0,2,2,0,2,1,41.5,10"
"Resultados para ""8 ruedas "",0,2,0,2,1,0,2,1,5,6"
"Resultados para ""887999 "",0,1,0,1,1,0,1,1,7,6"
"Resultados para ""A11D1 "",0,1,0,1,1,0,1,1,15,4"
"Resultados para ""ABLANDA "",0,1,0,1,1,0,1,1,1,3"
"Resultados para ""ABLANDADOR "",0,1,0,1,1,0,1,1,1,3"
"Resultados para ""ADHESIVO D40 "",0,1,0,1,1,0,1,1,10,3"
"Resultados para ""AIRE "",0,2,0,2,2,0,2,1,22,8"
"Resultados para ""ASPA. "",0.5,1,0,1,1,0,1,1,0,4"
"Resultados para ""Ablandador "",0,3,0,2,1,0,2,1.5,8,9"
"Resultados para ""Acople "",0,1,0,1,1,0,1,1,55,5"
"Resultados para ""Acople combinado "",1,1,0,1,1,0,1,1,364,4"
"Resultados para ""Acople espigado "",0,2,0,1,1,0,1,2,29,10"
"Resultados para ""Adaptador.de filtrqdo "",0,1,0,1,1,0,1,1,14,5"
"Resultados para ""Air switch "",0,1,0,1,0,0,1,1,3,3"
"Resultados para ""Air switch de encendido TVA111A "",0,1,0,1,0,0,1,1,12,5"
"Resultados para ""Algodon "",0,4,0,1,0,0,1,4,27,19"
"Resultados para ""Anillo "",0,2,0,1,0,0,1,2,12,7"
"Resultados para ""Anillo extensor "",0,1,0,1,0,0,1,1,25,3"
"Resultados para ""Anodo "",0,1,0,1,0,0,1,1,12,5"
"Resultados para ""Arandela AISI para anclaje "",1,1,0,1,1,0,1,1,2,3"
"Resultados para ""Arandela plástica "",1,1,0,1,1,0,1,1,4,3"
"Resultados para ""Aro vista para luminaria "",1,1,0,1,1,0,1,1,11,4"
"Resultados para ""Arrecife "",0,1,0,1,1,0,1,1,4,3"
"Resultados para ""B-12 "",0,3,0,1,1,0,1,3,25,10"
"Resultados para ""BAC 2-2 "",0,1,0,1,1,0,1,1,7,3"
"Resultados para ""BAC 300 "",0,1,0,1,1,0,1,1,1,3"
"Resultados para ""BAD 2000-75 "",0,1,0,1,0,0,1,1,36,4"
"Resultados para ""BAE "",0,1,0,1,1,0,1,1,1,3"
"Resultados para ""BAE 0,75 "",0,1,0,1,1,0,1,1,5,4"
"Resultados para ""BAE 100 "",0,1,0,1,1,0,1,1,5,3"
"Resultados para ""BAE050 "",0,1,0,1,1,0,1,1,2,4"
"Resultados para ""BAP 0.33 "",0,1,0,1,1,0,1,1,5,3"
"Resultados para ""BARANDA "",0,3,0,1,1,0,1,3,9,10"
"Resultados para ""BARANDA LARGA "",0,1,0,1,0,0,1,1,5,4"
"Resultados para ""BARREFONDOS "",0,1,0,1,1,0,1,1,11,4"
"Resultados para ""BAS "",0,1,0,1,1,0,1,1,9,4"
"Resultados para ""BAT 100 "",0,1,0,1,1,0,1,1,3,3"
"Resultados para ""BOBMA DE CALOR "",0,1,0,1,1,0,1,1,3,3"
"Resultados para ""BOM -BR143 "",0,1,0,1,0,0,1,1,4,4"
"Resultados para ""BOMBA "",0,1,0,1,1,0,1,1,6,3"
"Resultados para ""BOMBA CALOR "",0,1,0,1,1,0,1,1,6,3"
"Resultados para ""BOMBA DE CALOR "",0,2,0,2,2,0,2,1,17,9"
"Resultados para ""BOMBA DE DIAFRAGMA "",0,2,0,1,0,0,1,2,42,7"
"Resultados para ""BOMBA PARA EXTRACCION DE ACEITE "",0,1,0,1,0,0,1,1,8,4"
"Resultados para ""BOMBA SOPLADORA "",0,1,0,1,1,0,1,1,3,3"
"Resultados para ""BOMBA TRAVASE "",0,2,0,1,0,0,1,2,101,8"
"Resultados para ""BOMBA TRAVASE BP 142 "",0,2,0,1,0,0,1,2,9,8"
"Resultados para ""BOMBA TRAVASE CN254 "",0,1,0,1,0,0,1,1,37,3"
"Resultados para ""BOMBAS D CALOR "",0,1,0,1,1,0,1,1,10,3"
"Resultados para ""BOQUILLA "",0,1,0,1,1,0,1,1,17,6"
"Resultados para ""BOQUILLA MANGO "",0,1,0,1,1,0,1,1,8,4"
"Resultados para ""BOQUILLA PARA MANGO "",0,1,0,1,1,0,1,1,8,4"
"Resultados para ""BOYA "",0,2,0,1,1,0,1,2,22,7"
"Resultados para ""BR143 "",0,1,0,1,0,0,1,1,19,4"
"Resultados para ""BUJE "",0,3,0,2,2,0,2,1.5,17.5,14"
"Resultados para ""BUJE UNION "",0,1,0,1,1,0,1,1,9,6"
"Resultados para ""BUJE UNION DO "",0,1,0,1,1,0,1,1,9,6"
"Resultados para ""BUJE UNION DOBLE "",0,1,0,1,1,0,1,1,8,6"
"Resultados para ""Bae "",0,3,0,3,1,0,3,1,15.333333333333334,11"
"Resultados para ""Bae 050 "",0,1,0,1,0,0,1,1,4,3"
"Resultados para ""Bae 100 "",0,2,0,2,0,0,2,1,10,6"
"Resultados para ""Bae 200 "",0,1,0,1,0,0,1,1,5,3"
"Resultados para ""Bae-125 "",0,1,0,1,0,0,1,1,111,5"
"Resultados para ""Bae75 "",0,2,0,1,0,0,1,2,111,8"
"Resultados para ""Bao 075 "",0,1,0,1,0,0,1,1,9,3"
"Resultados para ""Bap "",0,1,0,1,0,0,1,1,14,3"
"Resultados para ""Bap 050 "",0,1,0,1,0,0,1,1,22,3"
"Resultados para ""Bar redondo "",0,1,0,1,0,0,1,1,11,3"
"Resultados para ""Baran "",0,1,0,1,0,0,1,1,25,3"
"Resultados para ""Baranda "",0,1,0,1,0,0,1,1,16,5"
"Resultados para ""Barral barrefndo extencible para piscina "",0,1,0,1,1,0,1,1,26,4"
"Resultados para ""Barre fondo "",0,1,0,1,0,0,1,1,96,8"
"Resultados para ""Barrefondo "",0,5,0,4,1,0,4,1.25,23.75,20"
"Resultados para ""Bas "",0,1,0,1,1,0,1,1,4,4"
"Resultados para ""Base de filtro "",1,1,0,1,1,0,1,1,3,3"
"Resultados para ""Bat 100 repuestos "",0,1,0,1,1,0,1,1,23,3"
"Resultados para ""Bc 108 "",0,1,0,1,0,0,1,1,46,3"
"Resultados para ""Bc20 "",0,1,0,1,0,0,1,1,6,5"
"Resultados para ""Blmba bae "",0,1,0,1,0,0,1,1,9,6"
"Resultados para ""Bobinado "",0,1,0,1,0,0,1,1,31,4"
"Resultados para ""Bobinado 0.75 "",0,2,0,1,0,0,1,2,22,6"
"Resultados para ""Boca "",0,1,0,1,1,0,1,1,29,5"
"Resultados para ""Bomba "",0,4,0,4,0,0,4,1,7.5,14"
"Resultados para ""Bomba 1 caballo "",0,2,0,1,0,0,1,2,10,7"
"Resultados para ""Bomba 3/4 "",0,1,0,1,0,0,1,1,29,4"
"Resultados para ""Bomba Autocebante Bac "",0,1,0,1,1,0,1,1,14,4"
"Resultados para ""Bomba BAE 75 "",0,2,0,1,0,0,1,2,20,5"
"Resultados para ""Bomba bae "",0,1,0,1,0,0,1,1,16,6"
"Resultados para ""Bomba bae 050 "",0,2,0,2,0,0,2,1,10,9"
"Resultados para ""Bomba bae 070 "",0,2,0,1,0,0,1,2,18,11"
"Resultados para ""Bomba bae 075 "",0,3,0,2,1,0,2,1.5,12.5,9"
"Resultados para ""Bomba bap 5 "",0,1,0,1,0,0,1,1,8,4"
"Resultados para ""Bomba bar "",0,1,0,1,0,0,1,1,5,3"
"Resultados para ""Bomba calor "",0,1,0,1,0,0,1,1,10,5"
"Resultados para ""Bomba de agua "",0,3,0,1,0,0,1,3,24,8"
"Resultados para ""Bomba de calor "",0,10,0,8,1,0,8,1.25,19.375,34"
"Resultados para ""Bomba de calor lor "",0,2,0,1,0,0,1,2,5,5"
"Resultados para ""Bomba de calor pool inverter 25ml "",0,6,0,1,1,0,1,6,29,23"
"Resultados para ""Bomba de cslor "",0,4,0,1,0,0,1,4,19,16"
"Resultados para ""Bomba de solidos "",0,1,0,1,0,0,1,1,14,6"
"Resultados para ""Bomba freno "",0,1,0,1,0,0,1,1,10,6"
"Resultados para ""Bomba frío "",0,2,0,1,0,0,1,2,10,7"
"Resultados para ""Bomba frío calor "",0,2,0,1,0,0,1,2,18,8"
"Resultados para ""Bomba para 900000 "",0,1,0,1,0,0,1,1,10,3"
"Resultados para ""Bomba para piscina bae "",0,2,0,1,0,0,1,2,0,5"
"Resultados para ""Bomba pileta "",0,1,0,1,0,0,1,1,78,3"
"Resultados para ""Bomba piscin 2 hapiscina 2 horas "",0,1,0,1,0,0,1,1,19,4"
"Resultados para ""Bomba piscina "",0,1,0,1,0,0,1,1,33,3"
"Resultados para ""Bomba piscina 2 horas "",0,1,0,1,0,0,1,1,24,5"
"Resultados para ""Bomba piscina para 45 mt "",0,1,0,1,0,0,1,1,6,3"
"Resultados para ""Bomba trifasica "",0,1,0,1,0,0,1,1,26,3"
"Resultados para ""Bombas "",0,2,0,2,0,0,2,1,19,6"
"Resultados para ""Bombas de calor "",0,1,0,1,0,0,1,1,4,3"
"Resultados para ""Bombas para piscina "",0,1,0,1,1,0,1,1,5,3"
"Resultados para ""Bombas volcano todo para picina hormigon "",0,1,0,1,0,0,1,1,62,3"
"Resultados para ""Bombs 50 "",0,2,0,1,0,0,1,2,14,7"
"Resultados para ""Borde de piscina "",0,1,0,1,0,0,1,1,10,3"
"Resultados para ""Boya "",0,1,0,1,1,0,1,1,8,3"
"Resultados para ""Brida de aluminio "",1,1,0,1,1,0,1,1,6,3"
"Resultados para ""Buje con rosca "",0,1,0,1,1,0,1,1,21,3"
"Resultados para ""Buje reduc "",0,1,0,1,1,0,1,1,20,5"
"Resultados para ""CABEZAL "",0,1,0,1,0,0,1,1,45,5"
"Resultados para ""CABEZAL MARRON "",0,1,0,1,1,0,1,1,3,3"
"Resultados para ""CALOR "",0,1,0,1,1,0,1,1,6,3"
"Resultados para ""CAMA "",0,1,0,1,1,0,1,1,9,4"
"Resultados para ""CANASTO "",0,2,0,2,1,0,2,1,22.5,7"
"Resultados para ""CANASTO BAE "",0,1,0,1,1,0,1,1,2,3"
"Resultados para ""CANASTOS "",0,1,0,1,0,0,1,1,100,5"
"Resultados para ""CARGAS FILTRANTES "",0,1,0,1,1,0,1,1,185,4"
"Resultados para ""CARTUCHO "",0,1,0,1,1,0,1,1,8,3"
"Resultados para ""CARTUCHO PAPELÑ "",0,1,0,1,1,0,1,1,3,3"
"Resultados para ""CASCADA "",0,5,0,4,4,0,4,1.25,14.5,21"
"Resultados para ""CASCADA ARRE "",0,2,0,1,1,0,1,2,5,6"
"Resultados para ""CASILLA "",0,3,0,2,1,0,2,1.5,18.5,12"
"Resultados para ""CATALOGO REPUESTOS "",0,1,0,1,1,0,1,1,9,4"
"Resultados para ""CEPILLO "",0,1,0,1,1,0,1,1,29,5"
"Resultados para ""CEPILLO ACERO "",0,1,0,1,1,0,1,1,23,5"
"Resultados para ""CEPILLOS "",0,1,0,1,1,0,1,1,230,10"
"Resultados para ""CERTIFICACION "",0,1,0,1,1,0,1,1,11,5"
"Resultados para ""CN254 "",0,2,0,1,0,0,1,2,7,5"
"Resultados para ""COCO "",0,1,0,1,1,0,1,1,66,5"
"Resultados para ""COLECTOR VC30 "",0,2,0,1,1,0,1,2,64,10"
"Resultados para ""CUARZO "",0,1,0,1,1,0,1,1,7,3"
"Resultados para ""CUERPO "",0,1,0,1,1,0,1,1,52,3"
"Resultados para ""CUERPO SUPERIOR "",0,1,0,1,1,0,1,1,12,5"
"Resultados para ""Caja "",0,1,0,1,0,0,1,1,45,3"
"Resultados para ""Canasto "",0,4,0,2,0,1,2,2,17.5,16"
"Resultados para ""Canasto tradicional "",0,1,0,1,1,0,1,1,4,3"
"Resultados para ""Capacitor "",0,10,0,3,1,0,3,3.3333333333333335,30,30"
"Resultados para ""Carga de filtro "",0,2,0,1,0,0,1,2,17,6"
"Resultados para ""Carga filtrante "",0,6,0,3,1,0,3,2,32.333333333333336,26"
"Resultados para ""Carga filtrante vc10 "",0,1,0,1,1,0,1,1,6,3"
"Resultados para ""Carga filtrante vc20 "",0,1,0,1,0,0,1,1,5,3"
"Resultados para ""Carga vc 30 "",0,1,0,1,1,0,1,1,22,3"
"Resultados para ""Carrito porta bomba "",0,4,0,1,0,0,1,4,16,16"
"Resultados para ""Carro "",0,2,0,1,1,0,1,2,0,5"
"Resultados para ""Cartucho "",0,2,0,2,1,0,2,1,12,8"
"Resultados para ""Cascada "",0,3,0,3,2,0,3,1,32,11"
"Resultados para ""Cascada lámina "",0,2,0,1,0,0,1,2,12,5"
"Resultados para ""Cascadas "",0,1,0,1,0,0,1,1,64,4"
"Resultados para ""Casilla "",0,2,0,1,0,0,1,2,22,6"
"Resultados para ""Casilla soplada "",0,1,0,1,1,0,1,1,3,3"
"Resultados para ""Catalogo "",0,3,0,3,2,0,3,1,10,9"
"Resultados para ""Cepillo "",0,4,0,3,1,0,3,1.3333333333333333,24.333333333333332,12"
"Resultados para ""Clarificador "",0,1,0,1,0,0,1,1,2,3"
"Resultados para ""Climatizador "",0,1,0,1,0,0,1,1,5,4"
"Resultados para ""Clip "",0,2,0,1,0,0,1,2,7,5"
"Resultados para ""Cloriinador "",0,1,0,1,0,0,1,1,16,3"
"Resultados para ""Cloro Triple Acción Vulcano 1 Kg Pack X 10 Unidades "",0,1,0,1,0,0,1,1,28,3"
"Resultados para ""Cocinas "",0,2,0,1,0,0,1,2,14,7"
"Resultados para ""Codo "",0,1,0,1,1,0,1,1,1,6"
"Resultados para ""Combustible "",0,1,0,1,0,0,1,1,3,3"
"Resultados para ""Condensador "",0,2,0,1,0,0,1,2,24,6"
"Resultados para ""Controlador "",0,1,0,1,1,0,1,1,23,3"
"Resultados para ""Crepina "",0,1,0,1,1,0,1,1,25,5"
"Resultados para ""Cruz "",0,1,0,1,1,0,1,1,15,5"
"Resultados para ""Cuarzo "",0,1,0,1,0,0,1,1,3,4"
"Resultados para ""Cubierta "",0,1,0,1,0,0,1,1,8,3"
"Resultados para ""Cubre ventilador "",0,1,0,1,1,0,1,1,8,3"
"Resultados para ""Cuello "",0,1,0,1,1,0,1,1,23,5"
"Resultados para ""Cuerpo virola con aro para roscar "",0,1,0,1,1,0,1,1,4,3"
"Resultados para ""Culpa "",0,1,0,1,1,0,1,1,6,5"
"Resultados para ""Cupla "",0,1,0,1,1,0,1,1,143,5"
"Resultados para ""Cv "",0,1,0,1,0,0,1,1,2,3"
"Resultados para ""D40 "",0,1,0,1,1,0,1,1,4,5"
"Resultados para ""DE DIAFRAGMA VULCANO COR371 FER00000001 2,00 UN BOMBA DE DIAFRAGMA COR371 "",0,2,0,1,0,0,1,2,82,8"
"Resultados para ""DESHUM "",0,5,0,1,1,0,1,5,17,14"
"Resultados para ""DESHUMI "",0,1,0,1,1,0,1,1,3,3"
"Resultados para ""DIFUSOR "",0,2,0,2,2,0,2,1,35.5,8"
"Resultados para ""DRENO "",0,1,0,1,1,0,1,1,5,4"
"Resultados para ""DUCHA SOLAR "",0,2,0,1,1,0,1,2,6,6"
"Resultados para ""Difusor bae 050 "",0,1,0,1,1,0,1,1,9,3"
"Resultados para ""Ducha "",0,6,0,2,2,0,2,3,66,21"
"Resultados para ""Duchas "",0,1,0,1,1,0,1,1,11,3"
"Resultados para ""ECO30 "",0,1,0,1,0,0,1,1,5,5"
"Resultados para ""ELECTROBOMBA "",0,1,0,1,1,0,1,1,7,6"
"Resultados para ""ESCALERA "",0,2,0,2,2,0,2,1,17,8"
"Resultados para ""ESCALERA 3 PELDAÑOS "",0,1,0,1,1,0,1,1,7,3"
"Resultados para ""ESCALERAS "",0,1,0,1,0,0,1,1,40,4"
"Resultados para ""ESFERICA "",0,1,0,1,1,0,1,1,3,3"
"Resultados para ""ESPONJA "",0,1,0,1,1,0,1,1,11,3"
"Resultados para ""Easy "",0,1,0,1,1,0,1,1,14,3"
"Resultados para ""Electrodo "",0,1,0,1,0,0,1,1,6,3"
"Resultados para ""Elemento filtrante vc50 "",0,2,0,1,0,0,1,2,41,7"
"Resultados para ""Engranaje de contador dijital "",0,1,0,1,0,0,1,1,33,3"
"Resultados para ""Equipos para picinas 8x3 "",0,1,0,1,1,0,1,1,17,4"
"Resultados para ""Escalera "",0,2,0,2,0,0,2,1,22.5,6"
"Resultados para ""Escalera aluminio "",0.5,3,0,1,1,0,1,3,11,13"
"Resultados para ""Escaleras "",0,1,0,1,0,0,1,1,14,5"
"Resultados para ""Esférica "",0,2,0,1,1,0,1,2,12,11"
"Resultados para ""Espigas "",0,1,0,1,0,0,1,1,25,4"
"Resultados para ""Estator "",0,1,0,1,0,0,1,1,17,3"
"Resultados para ""Esy "",0,1,0,1,1,0,1,1,4,4"
"Resultados para ""Etiqueta 6 vías "",0,1,0,1,1,0,1,1,12,5"
"Resultados para ""Etiqueta 6 vías 2″ "",0,1,0,1,1,0,1,1,8,6"
"Resultados para ""FILTRO "",0,3,0,3,2,0,3,1,12,12"
"Resultados para ""FILTRO 250 "",0,1,0,1,1,0,1,1,10,6"
"Resultados para ""FILTRO AC "",0,1,0,1,1,0,1,1,8,3"
"Resultados para ""FILTRO DE ARENA "",0,1,0,1,1,0,1,1,10,4"
"Resultados para ""FILTRO VB-500 "",0,1,0,1,1,0,1,1,4,3"
"Resultados para ""FILTROS VC200 "",0,1,0,1,1,0,1,1,16,4"
"Resultados para ""Filtro "",0.125,9,0,7,1,1,7,1.2857142857142858,16.714285714285715,35"
"Resultados para ""Filtro 500 "",0,1,0,1,1,0,1,1,17,3"
"Resultados para ""Filtro Piscina VC-50 "",0,2,0,1,1,0,1,2,14,6"
"Resultados para ""Filtro VC-100R "",0,2,0,1,1,0,1,2,14,8"
"Resultados para ""Filtro VC-250 "",0,1,0,1,1,0,1,1,1,3"
"Resultados para ""Filtro Vc 100 "",0,1,0,1,0,0,1,1,4,3"
"Resultados para ""Filtro de agua "",0,3,0,2,0,0,2,1.5,10.5,13"
"Resultados para ""Filtro de agua cocina "",0,1,0,1,0,0,1,1,14,4"
"Resultados para ""Filtro para piscina "",0,4,0,1,0,0,1,4,28,11"
"Resultados para ""Filtro vc "",0.3333333333333333,3,0,1,1,0,1,3,7,10"
"Resultados para ""Filtro vc 30 "",0.5,2,0,1,1,0,1,2,12,5"
"Resultados para ""Filtro vc100 "",0,2,0,1,1,0,1,2,4,6"
"Resultados para ""Filtro vc20 "",0,2,0,2,0,0,2,1,2.5,6"
"Resultados para ""Filtro vc30 "",0,4,0,3,1,0,3,1.3333333333333333,6.333333333333333,12"
"Resultados para ""Filtro vulcano "",0,2,0,1,1,0,1,2,14,9"
"Resultados para ""Filtros "",0,7,0,6,2,0,6,1.1666666666666667,17.5,30"
"Resultados para ""Filtros de agua bajo mesada "",0,2,0,1,0,0,1,2,54,7"
"Resultados para ""Filtros de piscina "",0,1,0,1,0,0,1,1,12,4"
"Resultados para ""Filtros piscinas "",0,1,0,1,1,0,1,1,15,3"
"Resultados para ""Fuente "",0,1,0,1,1,0,1,1,100,6"
"Resultados para ""GANCHO DE RESCATE "",0,1,0,1,0,0,1,1,731,3"
"Resultados para ""GREPIVUL101101 "",0,2,0,1,0,0,1,2,23,12"
"Resultados para ""Gabinetes "",0,2,0,1,0,0,1,2,8,6"
"Resultados para ""Garantía "",0,1,0,1,0,0,1,1,8,3"
"Resultados para ""HIDRO "",0,1,0,1,1,0,1,1,6,6"
"Resultados para ""HIDROJET "",0,1,0,1,1,0,1,1,4,3"
